% of Delayed Flights,Airport Code,Airport Name,Carrier Code,Carrier Name,City,Date,Minutes of Delay per Flight,Minutes of Delay,Number of Flights,Number of Records,Ontime Category,State
,MCO,Orlando International,AS,Alaska,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,AS,Alaska,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,AS,Alaska,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,AS,Alaska,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,MSP,Minneapolis-St Paul International,AS,Alaska,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,EWR,Newark Liberty International,AS,Alaska,Newark,4/1/13,,0,0,1,Delayed by Security,NJ
,LAS,McCarran International,AS,Alaska,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,DFW,Dallas/Fort Worth International,AS,Alaska,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,AS,Alaska,Houston,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,AS,Alaska,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,SFO,San Francisco International,B6,JetBlue,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,B6,JetBlue,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,ORD,Chicago O'Hare International,B6,JetBlue,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BWI,Baltimore/Washington International,B6,JetBlue,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,DFW,Dallas/Fort Worth International,B6,JetBlue,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,B6,JetBlue,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,B6,JetBlue,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,DL,Delta,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,DL,Delta,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,DL,Delta,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,DL,Delta,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ORD,Chicago O'Hare International,DL,Delta,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,DL,Delta,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,DL,Delta,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,DL,Delta,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,DL,Delta,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,DL,Delta,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,DL,Delta,Newark,4/1/13,,0,0,1,Delayed by Security,NJ
,LAS,McCarran International,DL,Delta,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,DL,Delta,New York,4/1/13,,0,0,1,Delayed by Security,NY
,LGA,LaGuardia,DL,Delta,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,DL,Delta,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,DL,Delta,Houston,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,DL,Delta,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,DL,Delta,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,EV,ExpressJet,Phoenix,4/1/13,,0,0,1,Delayed by Security,AZ
,DEN,Denver International,EV,ExpressJet,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,EV,ExpressJet,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ORD,Chicago O'Hare International,EV,ExpressJet,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,EV,ExpressJet,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,EV,ExpressJet,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,MSP,Minneapolis-St Paul International,EV,ExpressJet,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,EV,ExpressJet,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,EV,ExpressJet,Newark,4/1/13,,0,0,1,Delayed by Security,NJ
,JFK,John F. Kennedy International,EV,ExpressJet,New York,4/1/13,,0,0,1,Delayed by Security,NY
,LGA,LaGuardia,EV,ExpressJet,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,EV,ExpressJet,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,EV,ExpressJet,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,F9,Frontier,Phoenix,4/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,F9,Frontier,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,F9,Frontier,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,F9,Frontier,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,F9,Frontier,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,F9,Frontier,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,F9,Frontier,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,DTW,Detroit Metro Wayne County,F9,Frontier,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,F9,Frontier,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,LAS,McCarran International,F9,Frontier,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,LGA,LaGuardia,F9,Frontier,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,F9,Frontier,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,F9,Frontier,Houston,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,F9,Frontier,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,F9,Frontier,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,FL,AirTran,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,FL,AirTran,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,FL,AirTran,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,FL,AirTran,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,FL,AirTran,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,BOS,Logan International,FL,AirTran,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,FL,AirTran,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,FL,AirTran,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,FL,AirTran,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,FL,AirTran,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,LAS,McCarran International,FL,AirTran,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,LGA,LaGuardia,FL,AirTran,New York,4/1/13,,0,0,1,Delayed by Security,NY
,PHX,Phoenix Sky Harbor International,HA,Hawaiian,Phoenix,4/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,HA,Hawaiian,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,HA,Hawaiian,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,LAS,McCarran International,HA,Hawaiian,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,HA,Hawaiian,New York,4/1/13,,0,0,1,Delayed by Security,NY
,SEA,Seattle/Tacoma International,HA,Hawaiian,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,MQ,A. Eagle,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,MQ,A. Eagle,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,ATL,Hartsfield-Jackson Atlanta,MQ,A. Eagle,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,BWI,Baltimore/Washington International,MQ,A. Eagle,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,MQ,A. Eagle,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,MQ,A. Eagle,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,MQ,A. Eagle,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,MQ,A. Eagle,Newark,4/1/13,,0,0,1,Delayed by Security,NJ
,JFK,John F. Kennedy International,MQ,A. Eagle,New York,4/1/13,,0,0,1,Delayed by Security,NY
,IAH,George Bush Intercontinental,MQ,A. Eagle,Houston,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,MQ,A. Eagle,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,ATL,Hartsfield-Jackson Atlanta,OO,SkyWest,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,OO,SkyWest,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,MSP,Minneapolis-St Paul International,OO,SkyWest,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,OO,SkyWest,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,LAS,McCarran International,OO,SkyWest,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,SEA,Seattle/Tacoma International,OO,SkyWest,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,UA,United,Phoenix,4/1/13,,0,0,1,Delayed by Security,AZ
,MCO,Orlando International,UA,United,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,UA,United,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,DTW,Detroit Metro Wayne County,UA,United,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,UA,United,Minneapolis,4/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,UA,United,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,LAS,McCarran International,UA,United,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,UA,United,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,UA,United,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,UA,United,Salt Lake City,4/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,UA,United,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,US,US Airways,Los Angeles,4/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,US,US Airways,San Francisco,4/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,US,US Airways,Denver,4/1/13,,0,0,1,Delayed by Security,CO
,ORD,Chicago O'Hare International,US,US Airways,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,US,US Airways,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,US,US Airways,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,JFK,John F. Kennedy International,US,US Airways,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,US,US Airways,Dallas/Fort Worth,4/1/13,,0,0,1,Delayed by Security,TX
,MCO,Orlando International,VX,Virgin,Orlando,4/1/13,,0,0,1,Delayed by Security,FL
,ORD,Chicago O'Hare International,VX,Virgin,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,VX,Virgin,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,LAS,McCarran International,VX,Virgin,Las Vegas,4/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,VX,Virgin,New York,4/1/13,,0,0,1,Delayed by Security,NY
,SEA,Seattle/Tacoma International,VX,Virgin,Seattle,4/1/13,,0,0,1,Delayed by Security,WA
,ATL,Hartsfield-Jackson Atlanta,WN,Southwest,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,BOS,Logan International,WN,Southwest,Boston,4/1/13,,0,0,1,Delayed by Security,MA
,CLT,Charlotte Douglas International,WN,Southwest,Charlotte,4/1/13,,0,0,1,Delayed by Security,NC
,LGA,LaGuardia,WN,Southwest,New York,4/1/13,,0,0,1,Delayed by Security,NY
,PHX,Phoenix Sky Harbor International,YV,Mesa,Phoenix,4/1/13,,0,0,1,Delayed by Security,AZ
,ATL,Hartsfield-Jackson Atlanta,YV,Mesa,Atlanta,4/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,YV,Mesa,Chicago,4/1/13,,0,0,1,Delayed by Security,IL
,BWI,Baltimore/Washington International,YV,Mesa,Baltimore,4/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,YV,Mesa,Detroit,4/1/13,,0,0,1,Delayed by Security,MI
,LGA,LaGuardia,YV,Mesa,New York,4/1/13,,0,0,1,Delayed by Security,NY
,DEN,Denver International,9E,Pinnacle,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,9E,Pinnacle,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ORD,Chicago O'Hare International,9E,Pinnacle,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,9E,Pinnacle,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,9E,Pinnacle,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,CLT,Charlotte Douglas International,9E,Pinnacle,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,9E,Pinnacle,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,DFW,Dallas/Fort Worth International,9E,Pinnacle,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,9E,Pinnacle,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,9E,Pinnacle,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,SFO,San Francisco International,AA,American,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,AA,American,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,AA,American,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,5/1/13,,0,0,1,Delayed by Security,GA
,BOS,Logan International,AA,American,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,AA,American,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,AA,American,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,AA,American,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,AA,American,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,AA,American,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,LAS,McCarran International,AA,American,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,AA,American,New York,5/1/13,,0,0,1,Delayed by Security,NY
,LGA,LaGuardia,AA,American,New York,5/1/13,,0,0,1,Delayed by Security,NY
,IAH,George Bush Intercontinental,AA,American,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,AA,American,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,AA,American,Seattle,5/1/13,,0,0,1,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,AS,Alaska,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,AS,Alaska,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,AS,Alaska,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,AS,Alaska,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,AS,Alaska,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,AS,Alaska,Atlanta,5/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,AS,Alaska,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,AS,Alaska,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,MSP,Minneapolis-St Paul International,AS,Alaska,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,EWR,Newark Liberty International,AS,Alaska,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,LAS,McCarran International,AS,Alaska,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,DFW,Dallas/Fort Worth International,AS,Alaska,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,AS,Alaska,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,AS,Alaska,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,LAX,Los Angeles International,B6,JetBlue,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,B6,JetBlue,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,ORD,Chicago O'Hare International,B6,JetBlue,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,BWI,Baltimore/Washington International,B6,JetBlue,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,CLT,Charlotte Douglas International,B6,JetBlue,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,B6,JetBlue,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,LGA,LaGuardia,B6,JetBlue,New York,5/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,B6,JetBlue,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,B6,JetBlue,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,B6,JetBlue,Seattle,5/1/13,,0,0,1,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,DL,Delta,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,DL,Delta,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,DL,Delta,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,DL,Delta,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,DL,Delta,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ORD,Chicago O'Hare International,DL,Delta,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,BOS,Logan International,DL,Delta,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,DL,Delta,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,DL,Delta,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,DL,Delta,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,DL,Delta,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,DL,Delta,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,LAS,McCarran International,DL,Delta,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,DL,Delta,New York,5/1/13,,0,0,1,Delayed by Security,NY
,LGA,LaGuardia,DL,Delta,New York,5/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,DL,Delta,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,DL,Delta,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,DL,Delta,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,DL,Delta,Seattle,5/1/13,,0,0,1,Delayed by Security,WA
,DEN,Denver International,EV,ExpressJet,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,EV,ExpressJet,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,BOS,Logan International,EV,ExpressJet,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,EV,ExpressJet,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,EV,ExpressJet,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,EV,ExpressJet,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,EV,ExpressJet,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,JFK,John F. Kennedy International,EV,ExpressJet,New York,5/1/13,,0,0,1,Delayed by Security,NY
,LGA,LaGuardia,EV,ExpressJet,New York,5/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,EV,ExpressJet,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,EV,ExpressJet,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,F9,Frontier,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,F9,Frontier,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,F9,Frontier,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,F9,Frontier,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,F9,Frontier,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,F9,Frontier,Atlanta,5/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,F9,Frontier,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,DTW,Detroit Metro Wayne County,F9,Frontier,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,F9,Frontier,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,LAS,McCarran International,F9,Frontier,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,LGA,LaGuardia,F9,Frontier,New York,5/1/13,,0,0,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,F9,Frontier,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
,IAH,George Bush Intercontinental,F9,Frontier,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,F9,Frontier,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,SEA,Seattle/Tacoma International,F9,Frontier,Seattle,5/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,FL,AirTran,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,FL,AirTran,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,FL,AirTran,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,MCO,Orlando International,FL,AirTran,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,FL,AirTran,Atlanta,5/1/13,,0,0,1,Delayed by Security,GA
,BOS,Logan International,FL,AirTran,Boston,5/1/13,,0,0,1,Delayed by Security,MA
,BWI,Baltimore/Washington International,FL,AirTran,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,FL,AirTran,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,FL,AirTran,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,LAS,McCarran International,FL,AirTran,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,LGA,LaGuardia,FL,AirTran,New York,5/1/13,,0,0,1,Delayed by Security,NY
,PHX,Phoenix Sky Harbor International,HA,Hawaiian,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,LAX,Los Angeles International,HA,Hawaiian,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,SFO,San Francisco International,HA,Hawaiian,San Francisco,5/1/13,,0,0,1,Delayed by Security,CA
,LAS,McCarran International,HA,Hawaiian,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,JFK,John F. Kennedy International,HA,Hawaiian,New York,5/1/13,,0,0,1,Delayed by Security,NY
,SEA,Seattle/Tacoma International,HA,Hawaiian,Seattle,5/1/13,,0,0,1,Delayed by Security,WA
,LAX,Los Angeles International,MQ,A. Eagle,Los Angeles,5/1/13,,0,0,1,Delayed by Security,CA
,DEN,Denver International,MQ,A. Eagle,Denver,5/1/13,,0,0,1,Delayed by Security,CO
,ATL,Hartsfield-Jackson Atlanta,MQ,A. Eagle,Atlanta,5/1/13,,0,0,1,Delayed by Security,GA
,ORD,Chicago O'Hare International,MQ,A. Eagle,Chicago,5/1/13,,0,0,1,Delayed by Security,IL
,BWI,Baltimore/Washington International,MQ,A. Eagle,Baltimore,5/1/13,,0,0,1,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,MQ,A. Eagle,Detroit,5/1/13,,0,0,1,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,MQ,A. Eagle,Minneapolis,5/1/13,,0,0,1,Delayed by Security,MN
,CLT,Charlotte Douglas International,MQ,A. Eagle,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,EWR,Newark Liberty International,MQ,A. Eagle,Newark,5/1/13,,0,0,1,Delayed by Security,NJ
,JFK,John F. Kennedy International,MQ,A. Eagle,New York,5/1/13,,0,0,1,Delayed by Security,NY
,IAH,George Bush Intercontinental,MQ,A. Eagle,Houston,5/1/13,,0,0,1,Delayed by Security,TX
,SLC,Salt Lake City International,MQ,A. Eagle,Salt Lake City,5/1/13,,0,0,1,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,OO,SkyWest,Phoenix,5/1/13,,0,0,1,Delayed by Security,AZ
,MCO,Orlando International,OO,SkyWest,Orlando,5/1/13,,0,0,1,Delayed by Security,FL
,CLT,Charlotte Douglas International,OO,SkyWest,Charlotte,5/1/13,,0,0,1,Delayed by Security,NC
,LAS,McCarran International,OO,SkyWest,Las Vegas,5/1/13,,0,0,1,Delayed by Security,NV
,DFW,Dallas/Fort Worth International,OO,SkyWest,Dallas/Fort Worth,5/1/13,,0,0,1,Delayed by Security,TX
